table,datatype,year,fname,xlcolumn,xlrownum,incsort,incrange,vname,ptarget,table_description
tab14,filers,2021,21in14ar.xls,G,24,16,"$1,000,000 under $1,500,000",wages,202146931,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,taxable,2021,21in14ar.xls,G,44,16,"$1,000,000 or more",wages,851155611,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2021,21in14ar.xls,G,25,17,"$1,500,000 under $2,000,000",wages,104008030,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2021,21in14ar.xls,G,26,18,"$2,000,000 under $5,000,000",wages,220575715,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2021,21in14ar.xls,G,27,19,"$5,000,000 under $10,000,000",wages,108085376,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab14,filers,2021,21in14ar.xls,G,28,20,"$10,000,000 or more",wages,217002426,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CT,10,1,"All returns, total",id_contributions,221850264,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,taxable,2015,15in21id.xls,CT,33,1,"Taxable returns, total",id_contributions,210250513,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CT,11,2,"Under $5,000",id_contributions,138539,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CT,12,3,"$5,000 under $10,000",id_contributions,316739,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CT,13,4,"$10,000 under $15,000",id_contributions,802263,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CT,14,5,"$15,000 under $20,000",id_contributions,1239419,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CT,15,6,"$20,000 under $25,000",id_contributions,1595153,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CT,16,7,"$25,000 under $30,000",id_contributions,2077193,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CT,17,8,"$30,000 under $35,000",id_contributions,2231311,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CT,18,9,"$35,000 under $40,000",id_contributions,2750188,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CT,19,10,"$40,000 under $45,000",id_contributions,3230088,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CT,20,11,"$45,000 under $50,000",id_contributions,3163725,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CT,21,12,"$50,000 under $55,000",id_contributions,3413481,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CT,22,13,"$55,000 under $60,000",id_contributions,3461286,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CT,23,14,"$60,000 under $75,000",id_contributions,10907307,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CT,24,15,"$75,000 under $100,000",id_contributions,20349620,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CT,25,16,"$100,000 under $200,000",id_contributions,51469427,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CT,26,17,"$200,000 under $500,000",id_contributions,34721825,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CT,27,18,"$500,000 under $1,000,000",id_contributions,13976256,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CT,28,19,"$1,000,000 under $1,500,000",id_contributions,6534530,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CT,29,20,"$1,500,000 under $2,000,000",id_contributions,3856554,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CT,30,21,"$2,000,000 under $5,000,000",id_contributions,11066495,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CT,31,22,"$5,000,000 under $10,000,000",id_contributions,7610740,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CT,32,23,"$10,000,000 or more",id_contributions,36938122,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BX,10,1,"All returns, total",id_gst,17641159,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,taxable,2015,15in21id.xls,BX,33,1,"Taxable returns, total",id_gst,15454183,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BX,11,2,"Under $5,000",id_gst,87240,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BX,12,3,"$5,000 under $10,000",id_gst,110588,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BX,13,4,"$10,000 under $15,000",id_gst,241775,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BX,14,5,"$15,000 under $20,000",id_gst,294130,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BX,15,6,"$20,000 under $25,000",id_gst,359337,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BX,16,7,"$25,000 under $30,000",id_gst,400764,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BX,17,8,"$30,000 under $35,000",id_gst,403013,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BX,18,9,"$35,000 under $40,000",id_gst,440235,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BX,19,10,"$40,000 under $45,000",id_gst,490661,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BX,20,11,"$45,000 under $50,000",id_gst,468137,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BX,21,12,"$50,000 under $55,000",id_gst,473215,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BX,22,13,"$55,000 under $60,000",id_gst,461612,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BX,23,14,"$60,000 under $75,000",id_gst,1451762,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BX,24,15,"$75,000 under $100,000",id_gst,2286745,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BX,25,16,"$100,000 under $200,000",id_gst,5271602,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BX,26,17,"$200,000 under $500,000",id_gst,2841962,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BX,27,18,"$500,000 under $1,000,000",id_gst,633305,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BX,28,19,"$1,000,000 under $1,500,000",id_gst,207725,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BX,29,20,"$1,500,000 under $2,000,000",id_gst,90099,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BX,30,21,"$2,000,000 under $5,000,000",id_gst,216404,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BX,31,22,"$5,000,000 under $10,000,000",id_gst,107886,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BX,32,23,"$10,000,000 or more",id_gst,302960,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CF,10,1,"All returns, total",id_intpaid,304461163,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,taxable,2015,15in21id.xls,CF,33,1,"Taxable returns, total",id_intpaid,277741962,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CF,11,2,"Under $5,000",id_intpaid,1231416,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CF,12,3,"$5,000 under $10,000",id_intpaid,1284063,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CF,13,4,"$10,000 under $15,000",id_intpaid,2148799,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CF,14,5,"$15,000 under $20,000",id_intpaid,2699978,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CF,15,6,"$20,000 under $25,000",id_intpaid,3181401,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CF,16,7,"$25,000 under $30,000",id_intpaid,3748228,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CF,17,8,"$30,000 under $35,000",id_intpaid,4214763,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CF,18,9,"$35,000 under $40,000",id_intpaid,5435778,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CF,19,10,"$40,000 under $45,000",id_intpaid,6009927,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CF,20,11,"$45,000 under $50,000",id_intpaid,6888540,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CF,21,12,"$50,000 under $55,000",id_intpaid,6955789,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CF,22,13,"$55,000 under $60,000",id_intpaid,7424513,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CF,23,14,"$60,000 under $75,000",id_intpaid,23294604,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CF,24,15,"$75,000 under $100,000",id_intpaid,43398259,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CF,25,16,"$100,000 under $200,000",id_intpaid,104846625,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CF,26,17,"$200,000 under $500,000",id_intpaid,53562301,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CF,27,18,"$500,000 under $1,000,000",id_intpaid,12836968,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CF,28,19,"$1,000,000 under $1,500,000",id_intpaid,3505209,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CF,29,20,"$1,500,000 under $2,000,000",id_intpaid,1666807,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CF,30,21,"$2,000,000 under $5,000,000",id_intpaid,3412493,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CF,31,22,"$5,000,000 under $10,000,000",id_intpaid,1535736,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,CF,32,23,"$10,000,000 or more",id_intpaid,5178966,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BL,10,1,"All returns, total",id_medical_capped,86931032,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,taxable,2015,15in21id.xls,BL,33,1,"Taxable returns, total",id_medical_capped,48256676,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BL,11,2,"Under $5,000",id_medical_capped,2108042,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BL,12,3,"$5,000 under $10,000",id_medical_capped,3013542,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BL,13,4,"$10,000 under $15,000",id_medical_capped,3936086,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BL,14,5,"$15,000 under $20,000",id_medical_capped,4297932,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BL,15,6,"$20,000 under $25,000",id_medical_capped,4344639,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BL,16,7,"$25,000 under $30,000",id_medical_capped,4753902,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BL,17,8,"$30,000 under $35,000",id_medical_capped,4039786,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BL,18,9,"$35,000 under $40,000",id_medical_capped,4079939,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BL,19,10,"$40,000 under $45,000",id_medical_capped,3972063,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BL,20,11,"$45,000 under $50,000",id_medical_capped,3375631,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BL,21,12,"$50,000 under $55,000",id_medical_capped,3696461,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BL,22,13,"$55,000 under $60,000",id_medical_capped,3889988,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BL,23,14,"$60,000 under $75,000",id_medical_capped,9137304,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BL,24,15,"$75,000 under $100,000",id_medical_capped,12672435,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BL,25,16,"$100,000 under $200,000",id_medical_capped,14963159,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BL,26,17,"$200,000 under $500,000",id_medical_capped,3896808,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BL,27,18,"$500,000 under $1,000,000",id_medical_capped,565102,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BL,28,19,"$1,000,000 under $1,500,000",id_medical_capped,110275,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BL,29,20,"$1,500,000 under $2,000,000",id_medical_capped,32909,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BL,30,21,"$2,000,000 under $5,000,000",id_medical_capped,36553,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BL,31,22,"$5,000,000 under $10,000,000",id_medical_capped,8477,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BL,32,23,"$10,000,000 or more",id_medical_capped,0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BN,10,1,"All returns, total",id_medical_uncapped,133785340,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,taxable,2015,15in21id.xls,BN,33,1,"Taxable returns, total",id_medical_uncapped,88433198,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BN,11,2,"Under $5,000",id_medical_uncapped,2154665,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BN,12,3,"$5,000 under $10,000",id_medical_uncapped,3188696,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BN,13,4,"$10,000 under $15,000",id_medical_uncapped,4414676,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BN,14,5,"$15,000 under $20,000",id_medical_uncapped,5007572,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BN,15,6,"$20,000 under $25,000",id_medical_uncapped,5295009,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BN,16,7,"$25,000 under $30,000",id_medical_uncapped,6013365,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BN,17,8,"$30,000 under $35,000",id_medical_uncapped,5344248,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BN,18,9,"$35,000 under $40,000",id_medical_uncapped,5585290,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
tab21,filers,2015,15in21id.xls,BN,19,10,"$40,000 under $45,000",id_medical_uncapped,5649836,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income"
